,Country,Year,Commodity,Flow,Trade (USD)
787,"China, Hong Kong SAR",2013,Articles of rare earths/metals nes,Export,21396491.0
788,"China, Hong Kong SAR",2013,Articles of rare earths/metals nes,Re-Export,21396491.0
789,"China, Hong Kong SAR",2013,Articles of rare earths/metals nes,Import,23154113.0
790,"China, Hong Kong SAR",2012,Articles of rare earths/metals nes,Import,19873962.0
791,"China, Hong Kong SAR",2012,Articles of rare earths/metals nes,Export,20583128.0
792,"China, Hong Kong SAR",2012,Articles of rare earths/metals nes,Re-Export,20583128.0
793,"China, Hong Kong SAR",2011,Articles of rare earths/metals nes,Import,20927815.0
794,"China, Hong Kong SAR",2011,Articles of rare earths/metals nes,Export,20215234.0
795,"China, Hong Kong SAR",2011,Articles of rare earths/metals nes,Re-Export,20215234.0
796,"China, Hong Kong SAR",2010,Articles of rare earths/metals nes,Import,12632865.0
797,"China, Hong Kong SAR",2010,Articles of rare earths/metals nes,Export,10305238.0
798,"China, Hong Kong SAR",2010,Articles of rare earths/metals nes,Re-Export,10305238.0
799,"China, Hong Kong SAR",2009,Articles of rare earths/metals nes,Import,8574219.0
800,"China, Hong Kong SAR",2009,Articles of rare earths/metals nes,Export,11215265.0
801,"China, Hong Kong SAR",2009,Articles of rare earths/metals nes,Re-Export,11215265.0
802,"China, Hong Kong SAR",2008,Articles of rare earths/metals nes,Import,11010916.0
803,"China, Hong Kong SAR",2008,Articles of rare earths/metals nes,Export,11254347.0
804,"China, Hong Kong SAR",2008,Articles of rare earths/metals nes,Re-Export,11254347.0
805,"China, Hong Kong SAR",2007,Articles of rare earths/metals nes,Import,20814962.0
806,"China, Hong Kong SAR",2007,Articles of rare earths/metals nes,Export,21301446.0
807,"China, Hong Kong SAR",2007,Articles of rare earths/metals nes,Re-Export,21301446.0
808,"China, Hong Kong SAR",2006,Articles of rare earths/metals nes,Import,18625492.0
809,"China, Hong Kong SAR",2006,Articles of rare earths/metals nes,Export,18520331.0
810,"China, Hong Kong SAR",2006,Articles of rare earths/metals nes,Re-Export,18520331.0
811,"China, Hong Kong SAR",2005,Articles of rare earths/metals nes,Import,1349039.0
812,"China, Hong Kong SAR",2005,Articles of rare earths/metals nes,Export,1608660.0
813,"China, Hong Kong SAR",2005,Articles of rare earths/metals nes,Re-Export,1608660.0
814,"China, Hong Kong SAR",2004,Articles of rare earths/metals nes,Import,1534598.0
815,"China, Hong Kong SAR",2004,Articles of rare earths/metals nes,Export,1090944.0
816,"China, Hong Kong SAR",2004,Articles of rare earths/metals nes,Re-Export,1090944.0
817,"China, Hong Kong SAR",2003,Articles of rare earths/metals nes,Import,2654718.0
818,"China, Hong Kong SAR",2003,Articles of rare earths/metals nes,Export,3532670.0
819,"China, Hong Kong SAR",2003,Articles of rare earths/metals nes,Re-Export,3532670.0
820,"China, Hong Kong SAR",2002,Articles of rare earths/metals nes,Import,3447054.0
821,"China, Hong Kong SAR",2002,Articles of rare earths/metals nes,Export,3372140.0
822,"China, Hong Kong SAR",2002,Articles of rare earths/metals nes,Re-Export,3372140.0
823,"China, Hong Kong SAR",2001,Articles of rare earths/metals nes,Import,3874219.0
824,"China, Hong Kong SAR",2001,Articles of rare earths/metals nes,Export,3459579.0
825,"China, Hong Kong SAR",2001,Articles of rare earths/metals nes,Re-Export,3418627.0
826,"China, Hong Kong SAR",2000,Articles of rare earths/metals nes,Import,3546322.0
827,"China, Hong Kong SAR",2000,Articles of rare earths/metals nes,Export,2695669.0
828,"China, Hong Kong SAR",2000,Articles of rare earths/metals nes,Re-Export,2695669.0
829,"China, Hong Kong SAR",1999,Articles of rare earths/metals nes,Import,1365245.0
830,"China, Hong Kong SAR",1999,Articles of rare earths/metals nes,Export,1566614.0
831,"China, Hong Kong SAR",1999,Articles of rare earths/metals nes,Re-Export,1516872.0
832,"China, Hong Kong SAR",1998,Articles of rare earths/metals nes,Import,467248.0
833,"China, Hong Kong SAR",1998,Articles of rare earths/metals nes,Export,289478.0
834,"China, Hong Kong SAR",1998,Articles of rare earths/metals nes,Re-Export,218277.0
835,"China, Hong Kong SAR",1997,Articles of rare earths/metals nes,Import,141486.0
836,"China, Hong Kong SAR",1997,Articles of rare earths/metals nes,Export,531684.0
837,"China, Hong Kong SAR",1997,Articles of rare earths/metals nes,Re-Export,219668.0
838,"China, Hong Kong SAR",1996,Articles of rare earths/metals nes,Import,83005.0
839,"China, Hong Kong SAR",1996,Articles of rare earths/metals nes,Export,484203.0
840,"China, Hong Kong SAR",1996,Articles of rare earths/metals nes,Re-Export,188250.0
841,"China, Hong Kong SAR",1995,Articles of rare earths/metals nes,Import,777546.0
842,"China, Hong Kong SAR",1995,Articles of rare earths/metals nes,Export,514097.0
843,"China, Hong Kong SAR",1995,Articles of rare earths/metals nes,Re-Export,491863.0
844,"China, Hong Kong SAR",1994,Articles of rare earths/metals nes,Import,292028.0
845,"China, Hong Kong SAR",1994,Articles of rare earths/metals nes,Export,8281.0
846,"China, Hong Kong SAR",1994,Articles of rare earths/metals nes,Re-Export,8281.0
847,"China, Hong Kong SAR",1993,Articles of rare earths/metals nes,Import,18356.0
848,"China, Hong Kong SAR",1993,Articles of rare earths/metals nes,Export,41108.0
849,"China, Hong Kong SAR",1993,Articles of rare earths/metals nes,Re-Export,41108.0
850,Colombia,2018,Articles of rare earths/metals nes,Import,605984.9
851,Colombia,2017,Articles of rare earths/metals nes,Import,1080830.79
852,Colombia,2016,Articles of rare earths/metals nes,Import,615764.0
853,Colombia,2015,Articles of rare earths/metals nes,Import,500924.0
854,Colombia,2014,Articles of rare earths/metals nes,Import,2500474.0
855,Colombia,2013,Articles of rare earths/metals nes,Import,1386088.0
856,Colombia,2012,Articles of rare earths/metals nes,Import,1693901.0
857,Colombia,2011,Articles of rare earths/metals nes,Import,708309.0
858,Colombia,2010,Articles of rare earths/metals nes,Import,6048.0
859,Colombia,2009,Articles of rare earths/metals nes,Import,32683.0
860,Colombia,2008,Articles of rare earths/metals nes,Import,2000.0
861,Colombia,2007,Articles of rare earths/metals nes,Import,6061.0
862,Colombia,2006,Articles of rare earths/metals nes,Import,2850.0
863,Colombia,2005,Articles of rare earths/metals nes,Import,2781.0
864,Colombia,2004,Articles of rare earths/metals nes,Import,481.0
865,Colombia,2002,Articles of rare earths/metals nes,Import,1965.0
866,Colombia,2000,Articles of rare earths/metals nes,Import,518.0
867,Colombia,1997,Articles of rare earths/metals nes,Import,5468.0
868,Colombia,1996,Articles of rare earths/metals nes,Import,90.0
869,Colombia,1996,Articles of rare earths/metals nes,Export,623.0
870,Colombia,1995,Articles of rare earths/metals nes,Import,6893.0
871,Colombia,1994,Articles of rare earths/metals nes,Import,13180.0
872,Colombia,1993,Articles of rare earths/metals nes,Import,12399.0
873,Colombia,1992,Articles of rare earths/metals nes,Import,4260.0
874,Colombia,1991,Articles of rare earths/metals nes,Import,3110.0
875,Comoros,2012,Articles of rare earths/metals nes,Import,28.0
876,Comoros,2011,Articles of rare earths/metals nes,Import,28.0
877,Congo,2017,Articles of rare earths/metals nes,Import,165.84037255
878,Congo,2014,Articles of rare earths/metals nes,Import,284029.0
879,Congo,2014,Articles of rare earths/metals nes,Export,113.0
880,Congo,2013,Articles of rare earths/metals nes,Import,19531.0
881,Congo,2013,Articles of rare earths/metals nes,Export,77.0
882,Congo,2012,Articles of rare earths/metals nes,Import,3486.0
883,Congo,2012,Articles of rare earths/metals nes,Export,146.0
884,Congo,2011,Articles of rare earths/metals nes,Import,774.0
885,Congo,2010,Articles of rare earths/metals nes,Import,2853.0
886,Congo,2009,Articles of rare earths/metals nes,Import,2954.0
887,Congo,2007,Articles of rare earths/metals nes,Import,1110.0
888,Congo,1995,Articles of rare earths/metals nes,Import,335.0
889,Costa Rica,2018,Articles of rare earths/metals nes,Import,18176.26
890,Costa Rica,2017,Articles of rare earths/metals nes,Import,72944.960842994
891,Costa Rica,2016,Articles of rare earths/metals nes,Import,159299.99
892,Costa Rica,2015,Articles of rare earths/metals nes,Import,49888.0
893,Costa Rica,2015,Articles of rare earths/metals nes,Export,7080.0
894,Costa Rica,2014,Articles of rare earths/metals nes,Import,307361.0
895,Costa Rica,2014,Articles of rare earths/metals nes,Export,375565.0
896,Costa Rica,2013,Articles of rare earths/metals nes,Import,2126824.0
897,Costa Rica,2013,Articles of rare earths/metals nes,Export,20197.0
898,Costa Rica,2012,Articles of rare earths/metals nes,Import,2838726.0
899,Costa Rica,2012,Articles of rare earths/metals nes,Export,129171.0
900,Costa Rica,2011,Articles of rare earths/metals nes,Import,415110.0
901,Costa Rica,2010,Articles of rare earths/metals nes,Import,815793.0
902,Costa Rica,2010,Articles of rare earths/metals nes,Export,36.0
903,Costa Rica,2009,Articles of rare earths/metals nes,Import,5669442.0
904,Costa Rica,2008,Articles of rare earths/metals nes,Import,7800923.0
905,Costa Rica,2008,Articles of rare earths/metals nes,Export,5220.0
906,Costa Rica,2007,Articles of rare earths/metals nes,Import,11026075.0
907,Costa Rica,2007,Articles of rare earths/metals nes,Export,5821500.0
908,Costa Rica,2006,Articles of rare earths/metals nes,Import,8030948.0
909,Costa Rica,2006,Articles of rare earths/metals nes,Export,961678.0
910,Costa Rica,2005,Articles of rare earths/metals nes,Import,4990336.0
911,Costa Rica,2005,Articles of rare earths/metals nes,Export,9968.0
912,Costa Rica,2004,Articles of rare earths/metals nes,Import,3145968.0
913,Costa Rica,2003,Articles of rare earths/metals nes,Import,1396718.0
914,Costa Rica,2000,Articles of rare earths/metals nes,Import,32.0
915,Costa Rica,1996,Articles of rare earths/metals nes,Import,1771.0
916,Costa Rica,1995,Articles of rare earths/metals nes,Import,7470.0
917,Côte d'Ivoire,2017,Articles of rare earths/metals nes,Export,4588.3161238767
918,Côte d'Ivoire,2016,Articles of rare earths/metals nes,Import,650.8847350932
919,Côte d'Ivoire,2015,Articles of rare earths/metals nes,Export,17.0
920,Côte d'Ivoire,2014,Articles of rare earths/metals nes,Import,444.0
921,Côte d'Ivoire,2013,Articles of rare earths/metals nes,Import,652.0
922,Côte d'Ivoire,2012,Articles of rare earths/metals nes,Import,76.0
923,Côte d'Ivoire,2010,Articles of rare earths/metals nes,Import,274.0
924,Côte d'Ivoire,2009,Articles of rare earths/metals nes,Import,25885.0
925,Côte d'Ivoire,2008,Articles of rare earths/metals nes,Import,101.0
926,Côte d'Ivoire,2007,Articles of rare earths/metals nes,Import,52.0
927,Côte d'Ivoire,2006,Articles of rare earths/metals nes,Import,1088.0
928,Côte d'Ivoire,2005,Articles of rare earths/metals nes,Import,1935.0
929,Côte d'Ivoire,2004,Articles of rare earths/metals nes,Import,2651.0
930,Côte d'Ivoire,2003,Articles of rare earths/metals nes,Import,1127.0
931,Côte d'Ivoire,2003,Articles of rare earths/metals nes,Export,10.0
932,Côte d'Ivoire,2002,Articles of rare earths/metals nes,Import,2679.0
933,Côte d'Ivoire,2001,Articles of rare earths/metals nes,Import,127.0
934,Croatia,2018,Articles of rare earths/metals nes,Import,406546.0
935,Croatia,2017,Articles of rare earths/metals nes,Import,426.0
936,Croatia,2017,Articles of rare earths/metals nes,Export,100.0
937,Croatia,2016,Articles of rare earths/metals nes,Import,2957.0
938,Croatia,2015,Articles of rare earths/metals nes,Import,378.0
939,Croatia,2014,Articles of rare earths/metals nes,Import,580.0
940,Croatia,2013,Articles of rare earths/metals nes,Import,1076.0
941,Croatia,2012,Articles of rare earths/metals nes,Import,1193.0
942,Croatia,2011,Articles of rare earths/metals nes,Import,706.0
943,Croatia,2010,Articles of rare earths/metals nes,Import,518.0
944,Croatia,2009,Articles of rare earths/metals nes,Import,1755.0
945,Croatia,2008,Articles of rare earths/metals nes,Import,559.0
946,Croatia,2007,Articles of rare earths/metals nes,Import,1463.0
947,Croatia,2006,Articles of rare earths/metals nes,Import,660.0
948,Croatia,2004,Articles of rare earths/metals nes,Import,138.0
949,Croatia,2002,Articles of rare earths/metals nes,Import,2290.0
950,Croatia,2001,Articles of rare earths/metals nes,Import,52235.0
951,Croatia,2001,Articles of rare earths/metals nes,Export,228.0
952,Croatia,2000,Articles of rare earths/metals nes,Import,56814.0
953,Croatia,2000,Articles of rare earths/metals nes,Export,2424.0
954,Croatia,1999,Articles of rare earths/metals nes,Import,46885.0
955,Croatia,1998,Articles of rare earths/metals nes,Import,39622.0
956,Croatia,1997,Articles of rare earths/metals nes,Import,46813.0
957,Croatia,1996,Articles of rare earths/metals nes,Import,57794.0
958,Croatia,1995,Articles of rare earths/metals nes,Import,87298.0
959,Croatia,1994,Articles of rare earths/metals nes,Import,29223.0
960,Croatia,1993,Articles of rare earths/metals nes,Export,44949.0
961,Croatia,1993,Articles of rare earths/metals nes,Import,45494.0
962,Croatia,1992,Articles of rare earths/metals nes,Import,32214.0
963,Cuba,2000,Articles of rare earths/metals nes,Import,180.0
964,Cyprus,2018,Articles of rare earths/metals nes,Import,526.51158996
965,Cyprus,2017,Articles of rare earths/metals nes,Import,330.80783076
966,Cyprus,2015,Articles of rare earths/metals nes,Import,206.19556938
967,Cyprus,2014,Articles of rare earths/metals nes,Import,723.29924065
968,Cyprus,2012,Articles of rare earths/metals nes,Import,1967.0
969,Cyprus,2010,Articles of rare earths/metals nes,Import,202.0
970,Cyprus,1995,Articles of rare earths/metals nes,Import,241.0
971,Cyprus,1994,Articles of rare earths/metals nes,Import,1899.0
972,Cyprus,1993,Articles of rare earths/metals nes,Import,3579.0
973,Cyprus,1992,Articles of rare earths/metals nes,Import,7254.0
974,Cyprus,1991,Articles of rare earths/metals nes,Import,3181.0
975,Cyprus,1990,Articles of rare earths/metals nes,Import,758.0
976,Cyprus,1989,Articles of rare earths/metals nes,Import,1127.0
977,Czech Rep.,2019,Articles of rare earths/metals nes,Import,911479.0
978,Czech Rep.,2019,Articles of rare earths/metals nes,Export,415967.0
979,Czech Rep.,2018,Articles of rare earths/metals nes,Import,587732.0
980,Czech Rep.,2018,Articles of rare earths/metals nes,Export,80348.0
981,Czech Rep.,2017,Articles of rare earths/metals nes,Import,518396.0
982,Czech Rep.,2017,Articles of rare earths/metals nes,Export,6805.0
983,Czech Rep.,2016,Articles of rare earths/metals nes,Import,440940.0
984,Czech Rep.,2016,Articles of rare earths/metals nes,Export,4567.0
985,Czech Rep.,2015,Articles of rare earths/metals nes,Import,444154.0
986,Czech Rep.,2015,Articles of rare earths/metals nes,Export,26198.0
987,Czech Rep.,2014,Articles of rare earths/metals nes,Export,6513.0
988,Czech Rep.,2014,Articles of rare earths/metals nes,Import,375882.0
989,Czech Rep.,2013,Articles of rare earths/metals nes,Import,382624.0
990,Czech Rep.,2013,Articles of rare earths/metals nes,Export,15670.0
991,Czech Rep.,2012,Articles of rare earths/metals nes,Import,334838.0
992,Czech Rep.,2012,Articles of rare earths/metals nes,Export,14045.0
993,Czech Rep.,2011,Articles of rare earths/metals nes,Import,377176.0
994,Czech Rep.,2011,Articles of rare earths/metals nes,Export,2906.0
995,Czech Rep.,2010,Articles of rare earths/metals nes,Import,206112.0
996,Czech Rep.,2009,Articles of rare earths/metals nes,Export,887.0
997,Czech Rep.,2009,Articles of rare earths/metals nes,Import,111627.0
998,Czech Rep.,2008,Articles of rare earths/metals nes,Import,229853.0
999,Czech Rep.,2007,Articles of rare earths/metals nes,Import,251096.0
1000,Czech Rep.,2007,Articles of rare earths/metals nes,Export,115.0
1001,Czech Rep.,2006,Articles of rare earths/metals nes,Import,183046.0
1002,Czech Rep.,2005,Articles of rare earths/metals nes,Import,107920.0
1003,Czech Rep.,2004,Articles of rare earths/metals nes,Import,116098.0
1004,Czech Rep.,2004,Articles of rare earths/metals nes,Export,3871.0
1005,Czech Rep.,2003,Articles of rare earths/metals nes,Import,99898.0
1006,Czech Rep.,2003,Articles of rare earths/metals nes,Export,2655.0
1007,Czech Rep.,2002,Articles of rare earths/metals nes,Import,57936.0
1008,Czech Rep.,2002,Articles of rare earths/metals nes,Export,73.0
1009,Czech Rep.,2001,Articles of rare earths/metals nes,Import,89191.0
1010,Czech Rep.,2001,Articles of rare earths/metals nes,Export,7927.0
1011,Czech Rep.,2000,Articles of rare earths/metals nes,Import,146022.0
1012,Czech Rep.,2000,Articles of rare earths/metals nes,Export,2120.0
1013,Czech Rep.,1999,Articles of rare earths/metals nes,Import,101765.0
1014,Czech Rep.,1999,Articles of rare earths/metals nes,Export,13891.0
1015,Czech Rep.,1998,Articles of rare earths/metals nes,Import,136561.0
1016,Czech Rep.,1998,Articles of rare earths/metals nes,Export,70.0
1017,Czech Rep.,1997,Articles of rare earths/metals nes,Import,98747.0
1018,Czech Rep.,1997,Articles of rare earths/metals nes,Export,2753.0
1019,Czech Rep.,1996,Articles of rare earths/metals nes,Import,107805.0
1020,Czech Rep.,1996,Articles of rare earths/metals nes,Export,11276.0
1021,Czech Rep.,1995,Articles of rare earths/metals nes,Import,269184.0
1022,Czech Rep.,1995,Articles of rare earths/metals nes,Export,11537.0
1023,Czech Rep.,1994,Articles of rare earths/metals nes,Import,175924.0
1024,Czech Rep.,1994,Articles of rare earths/metals nes,Export,7031.0
1025,Czech Rep.,1993,Articles of rare earths/metals nes,Import,35640.0
1026,Czech Rep.,1993,Articles of rare earths/metals nes,Export,48105.0
1027,Denmark,2019,Articles of rare earths/metals nes,Import,24803.87141456
1028,Denmark,2019,Articles of rare earths/metals nes,Export,44287.189233
1029,Denmark,2018,Articles of rare earths/metals nes,Import,185555.90254188
1030,Denmark,2018,Articles of rare earths/metals nes,Export,3479.95858266
1031,Denmark,2017,Articles of rare earths/metals nes,Import,23462.56289468
1032,Denmark,2017,Articles of rare earths/metals nes,Export,2418.12761836
1033,Denmark,2016,Articles of rare earths/metals nes,Import,36400.58117314
1034,Denmark,2016,Articles of rare earths/metals nes,Export,2430.52138112
1035,Denmark,2015,Articles of rare earths/metals nes,Import,161172.0
1036,Denmark,2015,Articles of rare earths/metals nes,Export,120597.0
1037,Denmark,2014,Articles of rare earths/metals nes,Import,33024.0
1038,Denmark,2014,Articles of rare earths/metals nes,Export,2120.0
1039,Denmark,2013,Articles of rare earths/metals nes,Import,34144.0
1040,Denmark,2013,Articles of rare earths/metals nes,Export,16282.0
1041,Denmark,2012,Articles of rare earths/metals nes,Import,19953.0
1042,Denmark,2012,Articles of rare earths/metals nes,Export,450541.0
1043,Denmark,2011,Articles of rare earths/metals nes,Import,10268.0
1044,Denmark,2011,Articles of rare earths/metals nes,Export,882.0
1045,Denmark,2010,Articles of rare earths/metals nes,Import,10873.0
1046,Denmark,2010,Articles of rare earths/metals nes,Export,7041.0
1047,Denmark,2009,Articles of rare earths/metals nes,Import,15409.0
1048,Denmark,2009,Articles of rare earths/metals nes,Export,62780.0
1049,Denmark,2008,Articles of rare earths/metals nes,Import,25756.0
1050,Denmark,2007,Articles of rare earths/metals nes,Import,14953.0
1051,Denmark,2006,Articles of rare earths/metals nes,Import,6141.0
1052,Denmark,2005,Articles of rare earths/metals nes,Import,3252.0
1053,Denmark,2004,Articles of rare earths/metals nes,Import,13591.0
1054,Denmark,2004,Articles of rare earths/metals nes,Export,3200.0
1055,Denmark,2003,Articles of rare earths/metals nes,Import,15730.0
1056,Denmark,2003,Articles of rare earths/metals nes,Export,6389.0
1057,Denmark,2002,Articles of rare earths/metals nes,Import,10465.0
1058,Denmark,2002,Articles of rare earths/metals nes,Export,116.0
1059,Denmark,2001,Articles of rare earths/metals nes,Import,2294.0
1060,Denmark,2000,Articles of rare earths/metals nes,Import,183.0
1061,Denmark,2000,Articles of rare earths/metals nes,Export,375289.0
1062,Denmark,1999,Articles of rare earths/metals nes,Import,2194.0
1063,Denmark,1999,Articles of rare earths/metals nes,Export,9041.0
1064,Denmark,1998,Articles of rare earths/metals nes,Import,39354.0
1065,Denmark,1998,Articles of rare earths/metals nes,Export,2023.0
1066,Denmark,1997,Articles of rare earths/metals nes,Import,5364.0
1067,Denmark,1996,Articles of rare earths/metals nes,Import,3622.0
1068,Denmark,1996,Articles of rare earths/metals nes,Export,8717.0
1069,Denmark,1995,Articles of rare earths/metals nes,Import,3540.0
1070,Denmark,1995,Articles of rare earths/metals nes,Export,1341.0
1071,Denmark,1994,Articles of rare earths/metals nes,Import,31844.0
1072,Denmark,1994,Articles of rare earths/metals nes,Export,8227.0
1073,Denmark,1993,Articles of rare earths/metals nes,Import,83828.0
1074,Denmark,1993,Articles of rare earths/metals nes,Export,85995.0
1075,Denmark,1992,Articles of rare earths/metals nes,Import,36753.0
1076,Denmark,1991,Articles of rare earths/metals nes,Import,39062.0
1077,Denmark,1990,Articles of rare earths/metals nes,Import,22860.0
1078,Denmark,1990,Articles of rare earths/metals nes,Export,3312.0
1079,Dominica,2001,Articles of rare earths/metals nes,Import,28.0
1080,Dominica,1995,Articles of rare earths/metals nes,Import,885.0
1081,Dominican Rep.,2017,Articles of rare earths/metals nes,Import,1288.7
1082,Dominican Rep.,2016,Articles of rare earths/metals nes,Import,1137.0
1083,Dominican Rep.,2011,Articles of rare earths/metals nes,Import,16012.0
1084,Dominican Rep.,2008,Articles of rare earths/metals nes,Import,600.0
1085,Dominican Rep.,2006,Articles of rare earths/metals nes,Import,825.0
1086,Dominican Rep.,2002,Articles of rare earths/metals nes,Import,68.0
1087,Ecuador,2017,Articles of rare earths/metals nes,Import,237.73
1088,Ecuador,2016,Articles of rare earths/metals nes,Import,597.0
1089,Ecuador,2015,Articles of rare earths/metals nes,Import,19496.0
1090,Ecuador,2014,Articles of rare earths/metals nes,Import,26772.0
1091,Ecuador,2013,Articles of rare earths/metals nes,Import,13349.0
1092,Ecuador,2012,Articles of rare earths/metals nes,Import,943.0
1093,Ecuador,2011,Articles of rare earths/metals nes,Import,130.0
1094,Ecuador,2010,Articles of rare earths/metals nes,Import,1163.0
1095,Ecuador,2010,Articles of rare earths/metals nes,Export,8250.0
1096,Ecuador,2005,Articles of rare earths/metals nes,Import,29.0
1097,Ecuador,2004,Articles of rare earths/metals nes,Import,24.0
1098,Ecuador,2001,Articles of rare earths/metals nes,Import,184.0
1099,Ecuador,1999,Articles of rare earths/metals nes,Import,1072.0
1100,Ecuador,1996,Articles of rare earths/metals nes,Import,7035.0
1101,Ecuador,1995,Articles of rare earths/metals nes,Import,34.0
1102,Ecuador,1991,Articles of rare earths/metals nes,Import,1231.0
1103,Egypt,2018,Articles of rare earths/metals nes,Import,764717.89489125
1104,Egypt,2018,Articles of rare earths/metals nes,Export,1635.32564103
1105,Egypt,2016,Articles of rare earths/metals nes,Import,63.0
1106,Egypt,2016,Articles of rare earths/metals nes,Export,877.0
1107,Egypt,2015,Articles of rare earths/metals nes,Export,303.0
1108,Egypt,2015,Articles of rare earths/metals nes,Import,261407.0
1109,Egypt,2014,Articles of rare earths/metals nes,Import,369.0
1110,Egypt,2014,Articles of rare earths/metals nes,Export,98.0
1111,Egypt,2013,Articles of rare earths/metals nes,Export,5304.0
1112,Egypt,2012,Articles of rare earths/metals nes,Export,15111.0
1113,Egypt,2012,Articles of rare earths/metals nes,Import,170.0
1114,Egypt,2011,Articles of rare earths/metals nes,Export,1002.0
1115,Egypt,2009,Articles of rare earths/metals nes,Import,7416.0
1116,Egypt,2009,Articles of rare earths/metals nes,Export,40548.0
1117,Egypt,2008,Articles of rare earths/metals nes,Export,1905285.0
1118,Egypt,2007,Articles of rare earths/metals nes,Import,11381.0
1119,Egypt,2006,Articles of rare earths/metals nes,Import,57267.0
1120,Egypt,2004,Articles of rare earths/metals nes,Import,105479.0
1121,Egypt,2003,Articles of rare earths/metals nes,Import,6699.0
1122,Egypt,2002,Articles of rare earths/metals nes,Import,144867.0
1123,Egypt,2000,Articles of rare earths/metals nes,Import,120321.0
1124,Egypt,1996,Articles of rare earths/metals nes,Import,450129.0
1125,Egypt,1994,Articles of rare earths/metals nes,Import,893.0
1126,Egypt,1994,Articles of rare earths/metals nes,Export,145169.0
1127,El Salvador,2019,Articles of rare earths/metals nes,Import,3243.34
1128,El Salvador,2017,Articles of rare earths/metals nes,Import,3195.6
1129,El Salvador,2016,Articles of rare earths/metals nes,Import,1475.54
1130,El Salvador,2013,Articles of rare earths/metals nes,Import,1164.76
1131,El Salvador,2012,Articles of rare earths/metals nes,Import,258947.99
1132,El Salvador,2010,Articles of rare earths/metals nes,Import,580.0
1133,El Salvador,2009,Articles of rare earths/metals nes,Import,30060.0
1134,El Salvador,2006,Articles of rare earths/metals nes,Import,848.0
1135,El Salvador,2004,Articles of rare earths/metals nes,Import,3640.0
1136,El Salvador,2002,Articles of rare earths/metals nes,Import,101.0
1137,El Salvador,2001,Articles of rare earths/metals nes,Import,12844.0
1138,El Salvador,1999,Articles of rare earths/metals nes,Import,1715.0
1139,El Salvador,1995,Articles of rare earths/metals nes,Import,1425.0
1140,Estonia,2018,Articles of rare earths/metals nes,Import,29087.66860144
1141,Estonia,2018,Articles of rare earths/metals nes,Export,13168222.667434
1142,Estonia,2017,Articles of rare earths/metals nes,Import,120571.474164768
1143,Estonia,2017,Articles of rare earths/metals nes,Export,10115346.581810001
1144,Estonia,2017,Articles of rare earths/metals nes,Re-Import,559.554805008
1145,Estonia,2016,Articles of rare earths/metals nes,Import,1240.1335067
1146,Estonia,2016,Articles of rare earths/metals nes,Export,8591543.40317387
1147,Estonia,2015,Articles of rare earths/metals nes,Import,2533.0
1148,Estonia,2015,Articles of rare earths/metals nes,Export,9225619.0
1149,Estonia,2014,Articles of rare earths/metals nes,Import,74890.0
1150,Estonia,2014,Articles of rare earths/metals nes,Export,13970227.0
1151,Estonia,2013,Articles of rare earths/metals nes,Import,7773.0
1152,Estonia,2013,Articles of rare earths/metals nes,Export,18496020.0
1153,Estonia,2012,Articles of rare earths/metals nes,Import,581929.0
1154,Estonia,2012,Articles of rare earths/metals nes,Export,26790500.0
1155,Estonia,2011,Articles of rare earths/metals nes,Import,216547.0
1156,Estonia,2011,Articles of rare earths/metals nes,Export,30304172.0
1157,Estonia,2010,Articles of rare earths/metals nes,Import,47964.0
1158,Estonia,2010,Articles of rare earths/metals nes,Export,15518573.0
1159,Estonia,2009,Articles of rare earths/metals nes,Import,154274.0
1160,Estonia,2009,Articles of rare earths/metals nes,Export,8852606.0
1161,Estonia,2008,Articles of rare earths/metals nes,Import,1039490.0
1162,Estonia,2008,Articles of rare earths/metals nes,Export,18544180.0
1163,Estonia,2007,Articles of rare earths/metals nes,Import,155.0
1164,Estonia,2007,Articles of rare earths/metals nes,Export,12560488.0
1165,Estonia,2006,Articles of rare earths/metals nes,Import,264474.0
1166,Estonia,2006,Articles of rare earths/metals nes,Export,12900776.0
1167,Estonia,2005,Articles of rare earths/metals nes,Import,205628.0
1168,Estonia,2005,Articles of rare earths/metals nes,Export,8601162.0
1169,Estonia,2005,Articles of rare earths/metals nes,Re-Import,197847.0
1170,Estonia,2004,Articles of rare earths/metals nes,Import,331009.0
1171,Estonia,2004,Articles of rare earths/metals nes,Export,8404502.0
1172,Estonia,2004,Articles of rare earths/metals nes,Re-Import,164562.0
1173,Estonia,2003,Articles of rare earths/metals nes,Import,589235.0
1174,Estonia,2003,Articles of rare earths/metals nes,Export,8262994.0
1175,Estonia,2003,Articles of rare earths/metals nes,Re-Import,321782.0
1176,Estonia,2002,Articles of rare earths/metals nes,Import,627592.0
1177,Estonia,2002,Articles of rare earths/metals nes,Export,12122814.0
1178,Estonia,2001,Articles of rare earths/metals nes,Import,8616.0
1179,Estonia,2001,Articles of rare earths/metals nes,Export,2248932.0
1180,Estonia,2000,Articles of rare earths/metals nes,Import,149862.0
1181,Estonia,2000,Articles of rare earths/metals nes,Export,431075.0
1182,Estonia,1999,Articles of rare earths/metals nes,Import,25962.0
1183,Estonia,1999,Articles of rare earths/metals nes,Export,5491506.0
1184,Estonia,1998,Articles of rare earths/metals nes,Import,21239.0
1185,Estonia,1998,Articles of rare earths/metals nes,Export,4606598.0
